时间,实际交易动作,60m交易,是否持仓,大盘状态,代码,名称,现价,日线风控,客观缠论信号,60m笔方向,15分信号,区间价格对齐,决策理由,日线A中枢ZD,日线C中枢ZD,锁定ZG,15m_DIF,15m_DEA,底分型成立
2026-05-12 20:04:32,观望,观望,否,警戒,600887,伊利股份,28.01,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,27.75,27.36,27.83,0.0258,0.0523,否
2026-05-12 20:04:32,观望,买入,否,警戒,600893,航发动力,48.70,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,46.80,45.80,48.87,-0.3114,-0.3051,否
2026-05-12 20:04:32,观望,卖出,否,警戒,600900,长江电力,27.04,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,26.66,26.90,27.10,-0.0031,0.0029,否
2026-05-12 20:04:32,观望,买入,否,警戒,600905,三峡能源,4.20,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,4.22,4.16,4.20,0.0067,0.0064,否
2026-05-12 20:04:32,观望,观望,否,警戒,600918,中泰证券,6.05,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,6.04,5.98,6.08,0.0054,0.0087,否
2026-05-12 20:04:32,观望,卖出,否,警戒,600919,江苏银行,11.30,安全,一卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,11.27,10.88,11.42,-0.0022,0.0030,否
2026-05-12 20:04:32,观望,卖出,否,警戒,600926,杭州银行,16.61,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,16.45,16.50,16.75,-0.0373,-0.0366,否
2026-05-12 20:04:32,观望,观望,否,警戒,600938,中国海油,36.19,安全,无信号,向下,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；15分无背驰；区间价格对齐-），继续观望,34.06,35.29,37.85,-0.0641,-0.0737,否
2026-05-12 20:04:32,观望,观望,否,警戒,600941,中国移动,97.37,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,93.80,95.10,98.25,0.0811,0.1737,否
2026-05-12 20:04:32,观望,买入,否,警戒,600958,东方证券,9.87,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,9.58,9.66,9.87,0.1084,0.0988,否
2026-05-12 20:04:32,观望,卖出,否,警戒,600989,宝丰能源,28.13,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,27.58,27.56,28.40,-0.0335,0.0046,否
2026-05-12 20:04:32,观望,观望,否,警戒,600999,招商证券,16.28,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,16.29,15.83,16.15,0.0482,0.0582,否
2026-05-12 20:04:32,观望,观望,否,警戒,601006,大秦铁路,5.42,安全,二买,向上,顶背驰,是,4条件未全部满足（60m笔方向为向上（买入须向下）），继续观望,5.46,5.22,5.40,0.0149,0.0225,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601009,南京银行,11.21,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,10.98,11.10,11.27,-0.0350,-0.0348,否
2026-05-12 20:04:32,观望,观望,否,警戒,601012,隆基绿能,16.70,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,16.25,16.39,16.82,0.0276,0.0246,否
2026-05-12 20:04:32,观望,观望,否,警戒,601021,春秋航空,46.48,安全,一卖,向下,底背驰,否,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分底背驰非顶背驰；区间价格对齐否），继续观望,45.05,47.18,47.95,-0.2056,-0.2077,否
2026-05-12 20:04:32,观望,观望,否,警戒,601059,信达证券,17.16,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,16.55,16.58,17.06,0.0492,0.0474,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601066,中信建投,23.04,日线破位,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,23.30,23.30,23.19,0.0002,0.0079,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601088,中国神华,45.20,日线破位,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,46.60,46.32,45.74,-0.0165,-0.0408,否
2026-05-12 20:04:32,观望,买入,否,警戒,601100,恒立液压,112.50,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,105.88,103.22,107.38,-0.3842,-0.3316,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601111,中国国航,7.06,安全,二卖+二买,向上,底背驰,否,4条件未全部满足（客观缠论信号含「卖」；区间价格对齐否），继续观望,6.86,6.86,7.17,-0.0235,-0.0192,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601117,中国化学,8.40,安全,二卖,向上,顶背驰,否,4条件未全部满足（客观缠论信号含「卖」；区间价格对齐否），继续观望,7.95,8.35,8.51,-0.0054,0.0065,否
2026-05-12 20:04:32,观望,买入,否,警戒,601138,工业富联,64.40,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,62.70,61.86,64.59,-0.0490,-0.0246,否
2026-05-12 20:04:32,观望,观望,否,警戒,601155,新城控股,16.19,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,15.40,14.90,16.08,0.1245,0.1602,否
2026-05-12 20:04:32,观望,观望,否,警戒,601166,兴业银行,17.75,日线破位,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,18.35,18.29,17.84,0.0046,0.0053,否
2026-05-12 20:04:32,观望,观望,否,警戒,601169,北京银行,5.26,安全,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,5.24,5.35,5.33,-0.0007,-0.0017,否
2026-05-12 20:04:32,观望,观望,否,警戒,601186,中国铁建,6.76,日线破位,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,7.12,6.92,6.77,-0.0017,0.0007,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601211,国泰海通,16.10,日线破位,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,16.58,16.37,16.27,-0.0163,-0.0121,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601225,陕西煤业,23.79,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,22.32,22.30,24.11,-0.0344,-0.0416,否
2026-05-12 20:04:32,观望,观望,否,警戒,601229,上海银行,9.28,日线破位,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,9.31,9.31,9.63,0.0103,0.0031,否
2026-05-12 20:04:32,观望,观望,否,警戒,601236,红塔证券,7.56,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,8.06,7.47,7.54,0.0037,0.0070,否
2026-05-12 20:04:32,观望,观望,否,警戒,601238,广汽集团,6.79,日线破位,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,7.41,7.05,7.10,-0.0415,-0.0390,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601288,农业银行,6.78,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,6.53,6.53,6.85,-0.0100,-0.0090,否
2026-05-12 20:04:32,观望,观望,否,警戒,601318,中国平安,59.40,安全,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,58.22,58.23,60.60,-0.1575,-0.1146,否
2026-05-12 20:04:32,观望,观望,否,警戒,601319,中国人保,7.43,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,7.68,7.21,7.56,0.0257,0.0342,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601328,交通银行,6.67,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,6.67,6.69,6.73,-0.0021,-0.0001,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601336,新华保险,65.26,安全,二卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,64.30,61.54,66.25,-0.0591,-0.0032,否
2026-05-12 20:04:32,观望,买入,否,警戒,601360,三六零,11.40,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,11.01,11.13,11.55,-0.0652,-0.0643,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601377,兴业证券,6.14,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,5.88,5.98,6.19,0.0103,0.0113,否
2026-05-12 20:04:32,观望,观望,否,警戒,601390,中国中铁,5.13,日线破位,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,5.30,5.20,5.13,-0.0035,0.0011,否
2026-05-12 20:04:32,观望,观望,否,警戒,601398,工商银行,7.48,安全,二卖+二买,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,7.20,7.48,7.51,0.0099,0.0131,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601600,中国铝业,11.68,安全,二卖+二买,向上,底背驰,否,4条件未全部满足（客观缠论信号含「卖」；区间价格对齐否），继续观望,11.06,11.34,11.94,-0.0314,-0.0275,否
2026-05-12 20:04:32,观望,观望,否,警戒,601601,中国太保,37.22,安全,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,36.74,36.60,37.88,0.0066,0.0193,否
2026-05-12 20:04:32,观望,观望,否,警戒,601607,上海医药,17.15,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,17.14,16.94,17.19,0.0094,0.0134,否
2026-05-12 20:04:32,观望,观望,否,警戒,601615,明阳智能,16.43,安全,二买,向上,底背驰,否,4条件未全部满足（60m笔方向为向上（买入须向下）；区间价格对齐否），继续观望,16.21,16.30,16.54,-0.0872,-0.0308,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601618,中国中冶,2.97,安全,二卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,2.95,2.96,2.99,-0.0016,-0.0002,否
2026-05-12 20:04:32,观望,买入,否,警戒,601628,中国人寿,37.56,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,37.85,37.11,37.72,-0.0296,0.0104,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601633,长城汽车,19.71,日线破位,二卖,向上,顶背驰,否,4条件未全部满足（客观缠论信号含「卖」；区间价格对齐否），继续观望,20.42,20.66,19.92,-0.0100,-0.0101,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601658,邮储银行,5.03,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,5.01,5.00,5.07,-0.0006,0.0006,否
2026-05-12 20:04:32,观望,观望,否,警戒,601668,中国建筑,4.99,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,4.99,4.91,4.99,0.0076,0.0127,否
2026-05-12 20:04:32,观望,观望,否,警戒,601669,中国电建,5.95,安全,二卖+二买,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,5.73,5.60,6.00,0.0138,0.0159,否
2026-05-12 20:04:32,观望,观望,否,警戒,601688,华泰证券,19.72,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,20.07,19.47,19.75,0.1151,0.1213,否
2026-05-12 20:04:32,观望,观望,否,警戒,601689,拓普集团,67.05,安全,二卖+二买,向下,底背驰,是,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下），继续观望,67.81,67.00,68.36,0.0648,0.0930,否
2026-05-12 20:04:32,观望,观望,否,警戒,601698,中国卫通,38.26,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,35.24,34.82,38.16,-0.2818,-0.2104,否
2026-05-12 20:04:32,观望,观望,否,警戒,601699,潞安环能,15.25,安全,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,14.07,14.04,15.55,-0.0979,-0.1020,否
2026-05-12 20:04:32,观望,观望,否,警戒,601728,中国电信,6.12,安全,二买,向上,顶背驰,是,4条件未全部满足（60m笔方向为向上（买入须向下）），继续观望,5.75,5.76,6.11,0.0096,0.0190,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601766,中国中车,6.04,日线破位,一卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,6.11,6.10,6.02,0.0217,0.0277,否
2026-05-12 20:04:32,观望,观望,否,警戒,601788,光大证券,15.62,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,15.88,15.10,15.69,0.0377,0.0440,否
2026-05-12 20:04:32,观望,观望,否,警戒,601799,星宇股份,138.08,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,137.80,136.11,133.68,-0.0850,-0.0557,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601800,中国交建,6.89,日线破位,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,7.55,7.52,6.95,-0.0062,-0.0062,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601808,中海油服,14.31,安全,二卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,13.50,13.98,14.52,-0.0281,-0.0275,否
2026-05-12 20:04:32,观望,观望,否,警戒,601816,京沪高铁,5.05,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,4.98,4.90,5.09,0.0402,0.0464,否
2026-05-12 20:04:32,观望,观望,否,警戒,601818,光大银行,3.15,日线破位,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,3.17,3.17,3.16,0.0044,0.0050,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601838,成都银行,18.95,安全,二卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,18.24,17.06,19.25,-0.0139,-0.0046,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601857,中国石油,11.19,日线破位,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,12.01,11.37,11.51,0.0087,0.0025,否
2026-05-12 20:04:32,观望,观望,否,警戒,601865,福莱特,13.63,日线破位,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,15.05,14.01,13.93,-0.0468,-0.0353,否
2026-05-12 20:04:32,观望,买入,否,警戒,601868,中国能建,3.32,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,3.09,2.82,3.45,0.0205,0.0222,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601872,招商轮船,17.79,安全,二卖+二买,向上,底背驰,否,4条件未全部满足（客观缠论信号含「卖」；区间价格对齐否），继续观望,16.59,17.80,19.51,-0.1635,-0.1648,否
2026-05-12 20:04:32,观望,买入,否,警戒,601877,正泰电器,33.09,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,32.71,32.31,33.15,0.0114,0.0538,否
2026-05-12 20:04:32,观望,观望,否,警戒,601878,浙商证券,9.99,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,10.19,9.73,9.93,0.0296,0.0370,否
2026-05-12 20:04:32,观望,观望,否,警戒,601881,中国银河,13.00,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,12.34,12.74,13.10,0.0126,0.0234,否
2026-05-12 20:04:32,观望,观望,否,警戒,601888,中国中免,61.55,安全,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,60.64,60.80,65.73,-0.2952,-0.3101,否
2026-05-12 20:04:32,观望,观望,否,警戒,601898,中煤能源,16.19,日线破位,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,17.02,16.88,16.26,-0.1241,-0.1446,否
2026-05-12 20:04:32,观望,观望,否,警戒,601899,紫金矿业,34.58,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,33.31,34.50,35.00,0.0536,0.1024,否
2026-05-12 20:04:32,观望,观望,否,警戒,601901,方正证券,7.29,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,7.31,6.98,7.25,0.0076,0.0100,否
2026-05-12 20:04:32,观望,观望,否,警戒,601916,浙商银行,3.01,安全,一卖+二买,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,2.97,2.95,3.00,0.0004,0.0003,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601919,中远海控,14.09,日线破位,一卖+二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,14.35,14.30,14.12,0.0130,0.0169,否
2026-05-12 20:04:32,观望,观望,否,警戒,601939,建设银行,9.63,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,9.37,9.62,9.71,-0.0007,-0.0003,否
2026-05-12 20:04:32,观望,观望,否,警戒,601985,中国核电,9.23,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,9.28,8.73,9.21,0.0192,0.0254,否
2026-05-12 20:04:32,观望,观望,否,警戒,601988,中国银行,5.74,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,5.69,5.61,5.76,0.0141,0.0172,否
2026-05-12 20:04:32,观望,观望,否,警戒,601989,中国重工,5.10,安全,无信号,向下,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；15分无背驰；区间价格对齐-），继续观望,4.58,4.71,,,,否
2026-05-12 20:04:32,观望,观望,否,警戒,601995,中金公司,34.73,安全,二卖+二买,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,33.18,34.50,34.69,0.0447,0.0596,否
2026-05-12 20:04:32,观望,卖出,否,警戒,601998,中信银行,8.25,安全,二卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,7.98,8.10,8.31,0.0016,0.0016,否
2026-05-12 20:04:32,观望,观望,否,警戒,603019,中科曙光,97.42,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,96.00,91.41,99.46,-0.3179,-0.1945,否
2026-05-12 20:04:32,观望,卖出,否,警戒,603195,公牛集团,43.64,安全,二卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,42.70,42.41,45.29,-0.1681,-0.1814,否
2026-05-12 20:04:32,观望,观望,否,警戒,603259,药明康德,110.33,安全,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,99.98,99.81,111.30,0.5567,0.6439,否
2026-05-12 20:04:32,观望,观望,否,警戒,603260,合盛硅业,44.50,安全,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,43.03,43.22,45.75,-0.2072,-0.1969,否
2026-05-12 20:04:32,观望,观望,否,警戒,603288,海天味业,37.84,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,37.31,36.91,38.41,-0.0702,-0.0522,否
2026-05-12 20:04:32,观望,观望,否,警戒,603290,斯达半导,113.13,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,107.75,106.51,111.33,1.0276,1.2311,否
2026-05-12 20:04:32,观望,观望,否,警戒,603369,今世缘,28.80,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,28.93,25.80,29.16,0.0280,0.0733,否
2026-05-12 20:04:32,观望,买入,否,警戒,603392,万泰生物,43.31,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,45.69,39.08,40.45,-0.1961,-0.0564,否
2026-05-12 20:04:32,观望,观望,否,警戒,603486,科沃斯,63.84,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,62.01,64.32,65.79,-0.6122,-0.6019,否
2026-05-12 20:04:32,观望,观望,否,警戒,603501,豪威集团,103.31,安全,二卖,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,115.89,92.18,103.80,0.5173,0.5762,否
2026-05-12 20:04:32,观望,观望,否,警戒,603659,璞泰来,33.23,安全,无信号,向下,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；15分无背驰；区间价格对齐-），继续观望,29.00,34.37,35.18,-0.2178,-0.2895,否
2026-05-12 20:04:32,观望,卖出,否,警戒,603799,华友钴业,62.87,安全,一卖+二卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,60.12,61.90,66.59,-0.6372,-0.6305,否
2026-05-12 20:04:32,观望,买入,否,警戒,603806,福斯特,18.88,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,16.41,17.86,19.34,-0.0423,-0.0274,否
2026-05-12 20:04:32,观望,观望,否,警戒,603833,欧派家居,49.05,日线破位,二卖+二买,向下,无信号,-,4条件未全部满足（客观缠论信号含「卖」；卖点但笔方向向下；15分无背驰；区间价格对齐-），继续观望,51.84,49.23,48.12,0.2561,0.2505,否
2026-05-12 20:04:32,观望,观望,否,警戒,603899,晨光股份,24.59,安全,无信号,向上,无信号,-,4条件未全部满足（客观缠论无买/卖关键字或「无信号」；60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,24.35,24.75,24.88,-0.0523,-0.0412,否
2026-05-12 20:04:32,观望,观望,否,警戒,603986,兆易创新,353.55,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,286.67,280.50,351.50,-0.2333,0.5260,否
2026-05-12 20:04:32,观望,观望,否,警戒,603993,洛阳钼业,20.58,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,21.90,18.65,20.35,0.1446,0.1729,否
2026-05-12 20:04:32,观望,观望,否,警戒,605117,德业股份,158.82,安全,二买,向上,无信号,-,4条件未全部满足（60m笔方向为向上（买入须向下）；15分无背驰；区间价格对齐-），继续观望,135.18,149.00,159.93,0.2051,0.5928,否
2026-05-12 20:04:32,观望,卖出,否,警戒,605499,东鹏饮料,194.72,日线破位,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,223.51,195.00,198.80,-0.7506,-0.8733,否
2026-05-12 20:04:32,观望,买入,否,警戒,688008,澜起科技,240.70,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,161.50,144.34,213.00,1.8926,2.9393,否
2026-05-12 20:04:32,观望,买入,否,警戒,688012,中微公司,388.45,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,340.41,347.18,388.38,1.4542,1.8254,否
2026-05-12 20:04:32,观望,卖出,否,警戒,688036,传音控股,58.30,安全,一卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,52.53,51.12,58.99,-0.1148,-0.0360,否
2026-05-12 20:04:32,观望,卖出,否,警戒,688041,海光信息,349.19,安全,一卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,246.00,271.06,355.50,2.4157,2.9616,否
2026-05-12 20:04:32,观望,卖出,否,警戒,688065,凯赛生物,46.82,安全,二卖,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,46.56,46.00,47.92,-0.2011,-0.1850,否
2026-05-12 20:04:32,观望,卖出,否,警戒,688111,金山办公,261.50,安全,二卖+二买,向上,无信号,-,4条件未全部满足（客观缠论信号含「卖」；15分无背驰；区间价格对齐-），继续观望,262.22,245.15,264.30,-2.3619,-2.1981,否
2026-05-12 20:04:32,观望,买入,否,警戒,688126,沪硅产业,25.26,安全,二买,向下,无信号,-,4条件未全部满足（15分无背驰；区间价格对齐-），继续观望,24.60,22.50,23.25,0.3097,0.4260,否
